delightful	0.9657403865229239
splendid	0.9637695300673205
brilliant	0.9616292831099914
glory	0.9616292831099912
glorious	0.9602838379866447
really happy	0.9547875396680456
eloquent	0.95130184758737
very proud	0.9505246630068853
particularly happy	0.9485685465162736
heavenly	0.942974964696759
noble	0.9396263058993188
darling	0.9388638612838264
clever	0.928536425761205
genius	0.9258031246901088
virtuous	0.9250507336805294
really nice	0.9215402480289484
handsome	0.9202095428705942
generous	0.913504832711884
gracious	0.913504832711884
friendly	0.9092566960157157
relatively happy	0.9088276133715016
highly attractive	0.9057710039350402
quite attractive	0.9049938193545554
enthusiasm	0.9033710648352227
very pleased	0.9024271507950956
extremely happy	0.8942520411527124
particularly good	0.8922811846971086
very attractive	0.8899891644915519
rather nice	0.8899891644915519
particularly nice	0.8860621915453368
gifted	0.8745993236074364
dear	0.8745365655096894
honorable	0.8710508734290137
genial	0.8698951660807366
extremely nice	0.8672237426653868
precious	0.8668067317233316
faith	0.8652676261747754
very helpful	0.8649737192179728
compassionate	0.8579901368352962
vivid	0.8526811414527946
beloved	0.8495052509972757
triumphant	0.8490584160888837
cheerful	0.8464621483010228
passionate	0.8399302064842338
loyal	0.8365573040769944
conscientious	0.8335417580500003
certainly worth	0.8327347810709999
nothing worth	0.8304992340919558
polite	0.8268694698905164
courteous	0.8268694698905164
energetic	0.8268694698905164
hospitable	0.8206504767387444
might benefit	0.8153401474078403
would benefit	0.8153401474078402
could hope	0.8150686396341531
ideal	0.8145629628273554
divine	0.8063878531849721
really successful	0.8025035922259794
enchant	0.8005686765492545
lively	0.7890993932013479
cherish	0.7883334611578618
probably right	0.7836224313588072
lover	0.7794015514557895
reassure	0.7786170698820133
infallible	0.7764919516153427
certainly better	0.7748367696475756
agreeable	0.7725529645269548
brilliance	0.770897608190654
very great	0.7675241558223084
saint	0.7667133745849757
golden	0.7661934506639541
attraction	0.7661618873808591
educated	0.7632276825043001
quaint	0.76102867243971
attentive	0.7563231809646074
cheery	0.756031291773823
competent	0.7551840521022997
was very happy	0.7529485836035189
was very proud	0.7529485836035189
quite proud	0.7529485836035188
laughter	0.7526438850663872
remarkable	0.7516178784451646
charm	0.7490216106573039
loyalty	0.7489650589505279
was very great	0.7486857069423584
spectacular	0.748132186364489
might hope	0.748132186364489
very fit	0.7426346514651601
grateful	0.7406650315902862
probably better	0.7389871090073779
salutary	0.7386941751346826
was very pleased	0.7364021549291258
was quite happy	0.7364021549291258
quite pleased	0.7364021549291258
was very keen	0.7364021549291258
was quite pleased	0.7364021549291258
confident	0.7362691495813567
very funny	0.7362323134725728
notable	0.7352367264032618
extremely pleased	0.7344460384385144
rather pleased	0.7344460384385144
imaginative	0.7344460384385144
particularly proud	0.7344460384385144
rather proud	0.7344460384385143
really proud	0.7344460384385143
gift	0.7343019895727816
valuable	0.7302196202115445
was quite funny	0.7301831617773539
triumph	0.7301058487309736
courage	0.7290196370334692
certainly hope	0.7288524566189996
patient	0.7283418189131934
diligent	0.726733928130869
worthy	0.7266201566502979
faithful	0.7247413532060669
particularly helpful	0.7242033007391451
pretty nice	0.723964168625582
extremely helpful	0.7231178860836529
particularly successful	0.7210680113361196
could benefit	0.7186902977288685
awareness	0.718522360054295
manly	0.718522360054295
was quite safe	0.7171346234049618
never better	0.7162216871812129
very very funny	0.7151785069143505
devotion	0.7139861402021687
extremely useful	0.7136731915371516
especially useful	0.7136731915371515
particularly useful	0.7136731915371515
more happy	0.7132441088929375
really good	0.7132076504587468
very effective	0.7128449935738428
highly suitable	0.7118485542869231
may benefit	0.7116806166123494
would have been pleased	0.7116806166123494
more pay	0.7108261189854842
talent	0.7106342834686503
motivated	0.7062058538949166
would have been happy	0.7054616234605775
would have been proud	0.7054616234605775
undoubtedly	0.7054616234605775
flexible	0.7023233207130917
superlative	0.700351319264745
perseverance	0.6994105679833792
objective	0.699307558746195
particularly pleased	0.6992698871019561
will not agree	0.6992426303088056
intelligent	0.698792012320957
enjoyable	0.696675961749346
excellent	0.695021750405788
especially good	0.6947051052937423
highly effective	0.6943424484088383
would hope	0.6941950842107202
dedication	0.6931915748316074
very nice	0.6924130850881854
very very nice	0.6924130850881854
quite nice	0.6924130850881854
applause	0.6915360583251123
